Loan_ID,Application_Date,Customer_Age,Gender,Marital_Status,Education_Level,Employment_Type,Annual_Income,Credit_Score,Existing_Loans_Count,Number_of_Dependents,Home_Ownership,Region,Loan_Purpose,Loan_Amount,Loan_Term_Months,Interest_Rate,Monthly_Installment,Debt_to_Income_Ratio,Loan_Status,Repayment_Status
LN306851,2024-06-30,34,Female,Married,Bachelor's,Salaried,48064.24,722.0,3,3,Rent,North America,Home,79912.88,48,6.28,1887.03,58.53,Approved,On-Time
LN304822,2024-06-30,21,Male,Married,Bachelor's,Salaried,55733.42,845.0,3,1,Mortgage,North America,Personal,5343.89,36,4.65,159.32,16.39,Approved,On-Time
LN304532,2024-06-30,48,Female,Single,Bachelor's,Salaried,50893.69,680.0,1,3,Rent,Australia,Auto,10592.95,84,8.46,167.54,9.51,Approved,On-Time
LN306884,2024-06-30,34,Female,Single,Master's,Unemployed,10685.51,484.0,3,3,Mortgage,North America,Personal,3245.03,48,12.61,86.43,38.59,Rejected,N/A
LN302833,2024-06-30,25,Female,Divorced,Bachelor's,Salaried,78399.13,743.0,1,1,Rent,South America,Education,13732.72,36,6.8,422.77,8.97,Approved,On-Time
LN302115,2024-06-30,43,Female,Single,High School,Salaried,24989.03,775.0,3,0,Own,Europe,Personal,12057.72,36,7.63,375.79,56.69,Pending,N/A
LN301033,2024-06-30,44,Female,Single,Bachelor's,Salaried,48834.47,718.0,0,1,Rent,South America,Medical,12231.35,24,8.11,553.8,13.61,Approved,Late Payments
LN303890,2024-06-30,58,Male,Divorced,High School,Salaried,42903.74,697.0,2,0,Mortgage,North America,Debt Consolidation,13294.2,24,9.26,608.93,22.62,Approved,Defaulted
LN301878,2024-07-01,58,Male,Married,Master's,Salaried,24288.42,684.0,3,2,Rent,South America,Home,112395.38,24,6.59,5011.37,95.0,Approved,Late Payments
LN300989,2024-07-01,44,Female,Married,High School,Self-Employed,33055.96,582.0,0,3,Rent,North America,Medical,3092.82,24,9.72,142.32,5.17,Approved,On-Time
LN302960,2024-07-01,38,Male,Single,Master's,Business Owner,51772.09,662.0,0,1,Own,North America,Home,139731.74,60,6.45,2730.74,63.29,Approved,On-Time
LN305367,2024-07-01,33,Other,Married,Bachelor's,Self-Employed,50830.26,587.0,0,0,Own,Asia,Medical,5118.25,60,10.56,110.16,2.6,Approved,On-Time
LN306875,2024-07-01,41,Female,Single,High School,Self-Employed,36159.59,729.0,1,3,Mortgage,Asia,Business,136269.4,84,7.0,2056.67,78.08,Approved,On-Time
LN304340,2024-07-01,42,Male,Single,Bachelor's,Salaried,85275.42,801.0,2,4,Own,North America,Auto,39157.04,48,6.84,934.76,21.6,Approved,On-Time
LN301733,2024-07-01,21,Female,Married,High School,Salaried,32563.26,595.0,1,1,Mortgage,Europe,Home,106856.56,48,7.8,2598.66,95.0,Approved,On-Time
LN302512,2024-07-01,33,Female,Married,Master's,Salaried,126861.14,799.0,3,0,Mortgage,Asia,Medical,11503.34,24,5.66,508.07,8.97,Approved,On-Time
LN302905,2024-07-01,26,Male,Married,Bachelor's,Business Owner,48313.34,738.0,0,1,Rent,Asia,Personal,13410.05,12,6.08,1154.65,28.68,Approved,On-Time
LN300073,2024-07-01,37,Male,Married,Bachelor's,Unemployed,12417.26,644.0,1,4,Mortgage,Europe,Personal,10243.39,120,9.21,130.93,41.74,Approved,Defaulted
LN304569,2024-07-01,38,Male,Single,Bachelor's,Salaried,10471.04,658.0,1,2,Rent,Europe,Home,179009.43,84,7.92,2782.95,95.0,Approved,Late Payments
LN306516,2024-07-02,27,Female,Married,Master's,Salaried,144818.59,850.0,1,2,Mortgage,North America,Education,14816.11,36,4.79,442.66,5.23,Approved,On-Time
LN301628,2024-07-02,56,Female,Single,Bachelor's,Self-Employed,65565.15,723.0,0,1,Rent,Asia,Debt Consolidation,9773.2,60,7.76,197.04,3.61,Approved,Late Payments
LN305848,2024-07-02,37,Male,Single,High School,Self-Employed,68101.32,815.0,0,3,Own,South America,Personal,14883.96,48,5.35,345.13,6.08,Approved,On-Time
LN305486,2024-07-02,50,Female,Married,High School,Unemployed,8000.0,498.0,1,0,Rent,Asia,Personal,8967.33,60,13.73,207.4,75.56,Rejected,N/A
LN304590,2024-07-02,30,Male,Divorced,Bachelor's,Business Owner,22556.53,570.0,1,5,Rent,South America,Auto,35607.28,36,8.7,1127.34,71.52,Pending,N/A
LN301571,2024-07-02,60,Female,Married,Bachelor's,Salaried,21250.3,620.0,0,1,Mortgage,Africa,Personal,24870.1,36,10.16,804.36,45.42,Approved,On-Time
LN301805,2024-07-02,41,Male,Single,Master's,Self-Employed,26894.75,638.0,4,3,Rent,Europe,Home,152782.19,120,9.46,1973.62,95.0,Approved,On-Time
LN303512,2024-07-03,45,Female,Single,Bachelor's,Salaried,29567.53,676.0,2,0,Mortgage,Asia,Medical,4181.63,48,8.5,103.07,12.8,Approved,On-Time
LN304359,2024-07-03,41,Male,Married,Master's,Salaried,45442.04,695.0,2,0,Rent,Europe,Home,345351.9,36,9.14,11004.61,95.0,Approved,Defaulted
LN304231,2024-07-03,35,Female,Single,High School,Self-Employed,61618.44,718.0,1,2,Own,Europe,Home,139776.45,84,7.28,2128.78,45.07,Approved,Late Payments
LN302371,2024-07-03,23,Female,Single,High School,Self-Employed,29602.47,655.0,1,2,Mortgage,Asia,Home,86318.55,120,9.65,1124.04,55.45,Approved,On-Time
LN300452,2024-07-03,37,Female,Divorced,High School,Salaried,30769.33,661.0,0,4,Mortgage,South America,Home,322527.12,48,7.58,7810.4,95.0,Approved,Late Payments
LN302050,2024-07-03,47,Female,Widowed,Master's,Salaried,32199.13,733.0,0,0,Rent,South America,Auto,33698.49,180,7.94,320.87,11.96,Approved,On-Time
LN306616,2024-07-03,22,Female,Married,PhD,Business Owner,98285.14,698.0,2,0,Mortgage,Europe,Business,27026.17,24,7.68,1218.38,21.06,Approved,On-Time
LN302825,2024-07-03,33,Male,Single,Master's,Salaried,80922.95,724.0,1,2,Mortgage,Asia,Personal,4873.24,120,7.57,58.02,4.85,Approved,On-Time
LN305199,2024-07-03,47,Male,Married,High School,Self-Employed,17408.94,644.0,0,1,Own,Europe,Auto,42864.79,60,8.47,878.82,60.58,Pending,N/A
LN302678,2024-07-04,28,Female,Divorced,High School,Business Owner,45725.89,688.0,2,1,Mortgage,Asia,Business,38327.51,36,8.96,1218.09,42.25,Approved,On-Time
LN306671,2024-07-04,48,Male,Married,Bachelor's,Salaried,26392.98,671.0,2,1,Rent,North America,Auto,35585.29,12,6.37,3068.75,95.0,Approved,On-Time
LN306268,2024-07-04,32,Male,Married,High School,Salaried,45144.9,776.0,4,0,Mortgage,Asia,Personal,15545.18,60,5.96,300.24,39.75,Approved,On-Time
LN302725,2024-07-04,42,Male,Single,Bachelor's,Business Owner,56687.26,765.0,0,2,Own,Europe,Auto,21979.06,120,6.73,252.15,5.34,Approved,Late Payments
LN303311,2024-07-04,44,Male,Married,High School,Business Owner,45620.69,745.0,2,0,Own,Asia,Medical,9620.79,60,7.0,190.5,11.57,Approved,On-Time
LN302879,2024-07-04,46,Female,Single,Bachelor's,Unemployed,12023.07,589.0,3,3,Rent,Europe,Personal,4575.46,60,10.75,98.91,41.79,Pending,N/A
LN303267,2024-07-04,33,Male,Married,High School,Business Owner,44022.28,728.0,0,3,Own,North America,Personal,3431.97,12,7.69,298.05,8.12,Approved,Late Payments
LN302008,2024-07-05,29,Female,Married,High School,Business Owner,47834.01,651.0,1,1,Rent,North America,Home,93702.18,240,8.24,797.82,22.25,Approved,On-Time
LN305967,2024-07-05,42,Female,Widowed,Master's,Self-Employed,27497.4,460.0,1,3,Mortgage,South America,Auto,23606.97,36,12.65,791.44,47.08,Pending,N/A
LN305391,2024-07-05,48,Female,Widowed,High School,Salaried,33316.15,650.0,1,0,Mortgage,North America,Business,43302.35,36,9.27,1382.45,53.16,Approved,On-Time
LN306744,2024-07-05,34,Male,Married,Bachelor's,Business Owner,65774.51,775.0,1,1,Rent,North America,Home,94218.66,84,4.63,1315.36,25.9,Approved,Late Payments
LN304787,2024-07-05,28,Female,Married,Bachelor's,Salaried,51618.65,639.0,3,3,Rent,Europe,Home,169336.32,180,9.79,1798.0,52.58,Pending,N/A
LN302436,2024-07-05,41,Female,Married,Master's,Self-Employed,55312.33,712.0,1,3,Rent,Europe,Auto,17751.27,60,7.3,354.01,11.36,Approved,On-Time
LN304018,2024-07-05,37,Female,Married,Master's,Salaried,47072.87,756.0,1,4,Rent,Europe,Debt Consolidation,25926.76,84,5.87,377.14,14.25,Approved,On-Time
LN302663,2024-07-05,32,Female,Divorced,Bachelor's,Salaried,76288.51,693.0,4,0,Rent,North America,Home,186914.32,180,7.66,1749.76,33.17,Approved,Late Payments
LN301728,2024-07-05,39,Male,Single,High School,Salaried,39748.84,706.0,0,2,Mortgage,Asia,Personal,11413.17,48,8.34,280.45,8.47,Approved,On-Time
LN301563,2024-07-06,28,Male,Married,Master's,Self-Employed,17809.17,761.0,3,1,Own,Asia,Personal,11201.18,120,5.66,122.45,67.24,Approved,On-Time
LN302885,2024-07-06,42,Female,Married,Bachelor's,Salaried,79454.02,750.0,4,3,Rent,North America,Auto,40865.87,60,7.53,819.45,20.2,Approved,On-Time
LN306782,2024-07-06,40,Male,Married,Bachelor's,Business Owner,12048.26,646.0,1,3,Mortgage,Europe,Home,300392.51,60,8.82,6209.44,95.0,Approved,On-Time
LN302200,2024-07-06,23,Male,Married,PhD,Salaried,32530.95,653.0,1,2,Mortgage,South America,Personal,12859.62,12,8.94,1124.23,46.33,Approved,On-Time
LN300974,2024-07-06,27,Female,Married,Bachelor's,Salaried,55095.68,745.0,3,0,Rent,North America,Auto,15576.87,120,5.85,171.76,22.03,Approved,On-Time
LN303448,2024-07-06,58,Male,Married,Bachelor's,Business Owner,75037.1,758.0,3,1,Mortgage,Europe,Auto,29969.7,48,6.49,710.59,26.54,Approved,On-Time
LN304966,2024-07-06,47,Male,Married,Bachelor's,Business Owner,32457.85,632.0,3,1,Own,Australia,Debt Consolidation,10759.27,36,10.17,348.03,36.05,Approved,Late Payments
LN305196,2024-07-07,40,Male,Single,Master's,Business Owner,56149.2,657.0,3,0,Own,North America,Personal,10192.09,60,8.53,209.25,23.18,Approved,Late Payments
LN301510,2024-07-07,51,Other,Widowed,PhD,Salaried,118155.18,737.0,0,0,Own,Asia,Education,17669.06,84,5.7,255.59,2.6,Approved,On-Time
LN302432,2024-07-07,36,Female,Married,Bachelor's,Salaried,50213.87,850.0,1,0,Mortgage,Asia,Auto,26709.45,36,3.97,788.21,25.43,Approved,On-Time
LN305025,2024-07-07,33,Male,Single,Bachelor's,Salaried,46735.17,766.0,5,1,Mortgage,North America,Auto,39394.01,60,6.33,767.66,31.41,Approved,On-Time
LN304416,2024-07-07,25,Male,Married,Bachelor's,Salaried,47475.21,669.0,3,0,Mortgage,Africa,Personal,7989.8,180,10.0,85.86,17.94,Approved,On-Time
LN301557,2024-07-07,25,Other,Single,High School,Business Owner,65154.17,709.0,0,1,Mortgage,Asia,Debt Consolidation,10270.62,240,8.85,91.42,1.68,Approved,On-Time
LN304306,2024-07-07,41,Female,Married,Bachelor's,Salaried,23256.75,624.0,0,0,Rent,South America,Business,56745.41,120,9.92,747.38,38.56,Approved,On-Time
LN306455,2024-07-07,21,Male,Widowed,Bachelor's,Salaried,33309.65,615.0,3,3,Rent,Europe,Home,122293.75,24,8.42,5554.47,95.0,Approved,Defaulted
LN302732,2024-07-07,21,Female,Divorced,Master's,Salaried,47131.17,760.0,1,0,Mortgage,North America,Auto,17589.87,48,5.68,410.52,15.46,Approved,On-Time
LN302858,2024-07-07,41,Male,Single,Master's,Self-Employed,69621.68,704.0,2,0,Mortgage,Asia,Home,112882.92,36,8.28,3551.94,67.49,Pending,N/A
LN300494,2024-07-07,53,Female,Married,High School,Salaried,25309.66,632.0,3,3,Rent,Asia,Personal,5033.56,36,9.32,160.82,41.21,Pending,N/A
LN304187,2024-07-07,64,Female,Divorced,Bachelor's,Salaried,52139.46,666.0,1,2,Mortgage,North America,Home,88865.64,120,9.31,1140.68,31.83,Approved,On-Time
LN301814,2024-07-08,59,Male,Single,Master's,Self-Employed,29264.04,671.0,1,0,Mortgage,Asia,Auto,25300.78,120,7.31,297.82,17.1,Approved,On-Time
LN302229,2024-07-08,32,Female,Single,Master's,Self-Employed,21340.74,801.0,2,1,Own,North America,Home,113055.84,60,5.18,2142.84,95.0,Approved,Late Payments
LN304865,2024-07-08,54,Female,Married,High School,Salaried,25954.21,648.0,2,1,Rent,North America,Home,173928.89,60,8.54,3571.77,95.0,Pending,N/A
LN305029,2024-07-08,38,Female,Married,Bachelor's,Salaried,59046.77,746.0,0,0,Own,North America,Personal,9836.47,84,7.31,149.95,3.05,Approved,On-Time
LN301791,2024-07-08,23,Male,Single,Master's,Salaried,45216.11,667.0,0,0,Rent,Asia,Debt Consolidation,24514.19,84,9.6,401.92,10.67,Approved,On-Time
LN301167,2024-07-08,39,Male,Married,Bachelor's,Salaried,37717.16,634.0,0,2,Mortgage,Africa,Auto,42055.31,36,8.2,1321.74,42.05,Approved,Late Payments
LN303090,2024-07-08,21,Female,Single,High School,Unemployed,10507.51,535.0,1,1,Mortgage,North America,Auto,17050.77,120,11.41,238.85,53.46,Approved,On-Time
LN305265,2024-07-08,38,Male,Married,High School,Self-Employed,35094.53,621.0,2,0,Rent,Africa,Home,114305.33,120,8.62,1424.57,67.63,Approved,On-Time
LN305285,2024-07-09,45,Male,Married,Bachelor's,Salaried,28264.83,671.0,3,3,Mortgage,Europe,Business,131552.03,60,8.47,2697.09,95.0,Pending,N/A
LN306367,2024-07-09,46,Male,Single,High School,Salaried,32730.09,683.0,1,3,Rent,Europe,Debt Consolidation,14445.96,24,8.33,655.53,28.2,Approved,Late Payments
LN304586,2024-07-09,38,Male,Single,High School,Salaried,50090.14,792.0,1,0,Rent,Europe,Education,9600.85,24,5.34,422.67,13.15,Approved,On-Time
LN300233,2024-07-09,42,Male,Married,Master's,Business Owner,57554.86,722.0,0,0,Own,South America,Personal,7225.31,48,8.49,178.06,3.71,Approved,On-Time
LN303394,2024-07-09,21,Male,Single,PhD,Business Owner,96634.03,771.0,1,2,Rent,North America,Business,45102.84,84,7.73,696.93,10.51,Approved,On-Time
LN305339,2024-07-09,21,Female,Married,High School,Unemployed,17576.33,584.0,1,4,Own,North America,Education,31339.33,12,8.77,2737.33,95.0,Rejected,N/A
LN303530,2024-07-09,21,Male,Married,High School,Business Owner,81043.68,748.0,3,2,Rent,South America,Personal,20731.36,24,5.6,915.09,20.23,Approved,On-Time
LN303467,2024-07-09,44,Female,Divorced,High School,Self-Employed,39615.74,671.0,1,1,Mortgage,South America,Personal,1309.51,60,7.72,26.38,8.18,Approved,On-Time
LN305014,2024-07-10,29,Female,Married,High School,Business Owner,39223.09,630.0,1,2,Mortgage,North America,Home,99418.14,48,9.02,2474.97,83.44,Pending,N/A
LN304058,2024-07-10,36,Female,Divorced,Bachelor's,Business Owner,44737.66,650.0,0,2,Mortgage,North America,Personal,18352.12,36,7.94,574.58,15.41,Approved,On-Time
LN303516,2024-07-10,46,Female,Divorced,Bachelor's,Salaried,27860.43,787.0,0,1,Own,Europe,Business,18897.4,48,4.94,434.68,18.72,Approved,On-Time
LN300114,2024-07-10,38,Female,Married,Bachelor's,Salaried,35136.24,675.0,2,0,Mortgage,North America,Business,103284.02,24,8.94,4715.66,95.0,Approved,Defaulted
LN303917,2024-07-10,33,Male,Divorced,Bachelor's,Salaried,33688.12,714.0,1,4,Mortgage,Asia,Personal,4503.32,60,8.05,91.42,9.33,Approved,On-Time
LN302714,2024-07-11,60,Male,Single,Master's,Business Owner,112998.51,721.0,1,2,Mortgage,Asia,Personal,8098.58,48,7.51,195.85,3.86,Approved,On-Time
LN305808,2024-07-11,42,Male,Single,Bachelor's,Self-Employed,19371.69,620.0,2,0,Mortgage,Asia,Debt Consolidation,17155.16,180,11.0,194.99,36.45,Approved,On-Time
LN300615,2024-07-11,21,Male,Divorced,Bachelor's,Self-Employed,22850.54,522.0,0,4,Mortgage,Asia,Personal,20820.64,48,12.26,550.95,28.93,Pending,N/A
LN305077,2024-07-11,57,Female,Single,Master's,Self-Employed,31796.28,718.0,1,2,Mortgage,North America,Personal,5091.24,36,6.79,156.71,14.61,Approved,On-Time
LN303603,2024-07-11,35,Female,Divorced,Master's,Salaried,27253.32,694.0,0,2,Mortgage,Europe,Auto,19689.87,36,6.8,606.17,26.69,Approved,Late Payments
LN300247,2024-07-11,21,Male,Single,Master's,Salaried,105442.36,724.0,0,1,Mortgage,Asia,Personal,4968.68,180,9.2,50.99,1.0,Approved,On-Time
LN303608,2024-07-11,38,Female,Married,Master's,Self-Employed,29924.66,675.0,2,5,Own,Europe,Home,210310.59,48,6.43,4980.72,95.0,Rejected,N/A
LN304075,2024-07-11,53,Male,Single,High School,Salaried,39330.65,632.0,4,1,Own,Europe,Home,259031.07,36,8.71,8202.2,95.0,Rejected,N/A
LN306469,2024-07-12,40,Female,Married,Bachelor's,Self-Employed,67553.91,735.0,1,3,Own,North America,Education,15198.1,60,5.78,292.27,8.09,Approved,Late Payments
LN302912,2024-07-12,51,Male,Single,Bachelor's,Salaried,24636.87,676.0,3,2,Own,North America,Business,66219.71,48,8.77,1640.66,95.0,Pending,N/A
LN304703,2024-07-12,23,Female,Single,High School,Salaried,,710.0,1,2,Own,Australia,Business,139222.38,48,8.19,3411.26,95.0,Approved,On-Time
LN302110,2024-07-12,51,Female,Married,High School,Salaried,22956.75,634.0,0,2,Mortgage,North America,Education,8663.11,84,8.9,138.94,7.26,Approved,On-Time
LN306862,2024-07-12,26,Female,Married,High School,Salaried,64604.01,706.0,1,1,Own,North America,Home,169743.96,48,7.98,4142.35,79.09,Approved,Defaulted
LN305297,2024-07-13,57,Male,Single,High School,Salaried,53174.3,776.0,0,2,Rent,Europe,Debt Consolidation,15378.65,48,6.49,364.63,8.23,Approved,Late Payments
LN302210,2024-07-13,30,Male,Single,Bachelor's,Business Owner,139458.26,679.0,3,3,Mortgage,Europe,Home,108427.6,36,7.85,3390.23,32.17,Approved,On-Time
LN304258,2024-07-13,38,Female,Married,Master's,Unemployed,8000.0,537.0,1,2,Mortgage,North America,Personal,8293.27,60,10.59,178.62,50.46,Rejected,N/A
LN305719,2024-07-13,21,Male,Married,PhD,Salaried,123950.93,635.0,3,2,Rent,Asia,Business,59894.16,120,11.37,837.64,14.86,Pending,N/A
LN305828,2024-07-13,27,Male,Single,Master's,Business Owner,96545.12,779.0,1,1,Rent,Europe,Medical,1403.34,24,6.29,62.38,4.14,Approved,On-Time
LN303713,2024-07-13,55,Female,Single,Bachelor's,Salaried,54209.77,736.0,4,1,Rent,North America,Auto,39945.88,60,5.69,766.52,41.46,Approved,Late Payments
LN300755,2024-07-13,37,Male,Single,PhD,Salaried,55027.71,760.0,2,0,Mortgage,Asia,Education,17215.5,24,6.12,763.93,28.49,Approved,On-Time
LN300352,2024-07-14,41,Female,Married,High School,Salaried,12610.61,619.0,2,2,Mortgage,Asia,Home,184822.09,48,8.59,4563.41,95.0,Pending,N/A
LN300322,2024-07-14,55,Female,Single,Master's,Self-Employed,33660.51,703.0,1,4,Mortgage,Asia,Home,181317.38,48,7.0,4341.87,95.0,Approved,Defaulted
LN304160,2024-07-14,38,Female,Single,Bachelor's,Salaried,49010.2,639.0,1,1,Mortgage,South America,Auto,19371.3,120,9.42,249.81,12.54,Approved,On-Time
LN302007,2024-07-14,23,Female,Single,Bachelor's,Business Owner,49956.31,715.0,1,2,Own,Europe,Auto,9964.16,120,7.74,119.53,8.76,Approved,On-Time
LN300951,2024-07-14,50,Other,Married,High School,Salaried,13491.58,624.0,1,1,Mortgage,Europe,Auto,41672.32,48,10.82,1073.4,95.0,Pending,N/A
LN300766,2024-07-14,41,Female,Married,Master's,Self-Employed,61787.73,724.0,0,1,Mortgage,Europe,Auto,15598.08,24,4.63,681.73,13.24,Approved,On-Time
LN306327,2024-07-15,27,Male,Single,Master's,Salaried,35911.93,664.0,3,0,Mortgage,Asia,Personal,3910.87,12,8.54,341.18,43.39,Pending,N/A
LN303949,2024-07-15,42,Female,Single,Master's,Salaried,53163.81,684.0,0,0,Own,Europe,Auto,36367.75,36,7.25,1127.09,25.44,Approved,On-Time
LN304782,2024-07-15,42,Female,Single,Bachelor's,Salaried,18616.91,653.0,1,3,Mortgage,North America,Home,87574.56,48,7.83,2130.97,95.0,Approved,On-Time
LN301828,2024-07-15,27,Male,Single,Bachelor's,Salaried,42559.42,771.0,1,0,Rent,North America,Debt Consolidation,16306.09,60,7.21,324.5,17.97,Approved,On-Time
LN302393,2024-07-15,26,Female,Married,Bachelor's,Salaried,39561.78,671.0,0,2,Rent,Europe,Personal,2970.23,12,9.09,259.87,7.88,Approved,On-Time
LN306170,2024-07-15,40,Male,Married,Bachelor's,Self-Employed,25763.17,736.0,4,0,Own,South America,Personal,17629.32,36,6.46,540.0,61.76,Approved,On-Time
LN304037,2024-07-16,40,Female,Widowed,Bachelor's,Salaried,49882.6,739.0,3,0,Mortgage,Australia,Home,128858.39,36,6.19,3931.22,95.0,Pending,N/A
LN303391,2024-07-16,40,Male,Married,Master's,Business Owner,48310.35,636.0,0,2,Own,North America,Education,14991.74,84,9.06,241.66,6.0,Approved,On-Time
LN303297,2024-07-16,34,Female,Single,High School,Salaried,23331.17,712.0,0,3,Rent,Europe,Auto,27099.09,120,7.6,323.09,16.62,Approved,On-Time
LN303676,2024-07-16,35,Male,Single,High School,Salaried,40327.99,726.0,4,0,Mortgage,Asia,Business,86631.88,60,5.65,1660.77,80.25,Pending,N/A
LN302751,2024-07-16,40,Male,Married,Master's,Salaried,47190.5,745.0,1,2,Own,Asia,Home,244334.17,36,6.29,7465.27,95.0,Pending,N/A
LN302750,2024-07-17,44,Male,Divorced,High School,Business Owner,21209.8,649.0,0,0,Mortgage,South America,Personal,10021.09,12,8.95,876.13,49.57,Approved,On-Time
LN305438,2024-07-17,39,Female,Married,High School,Unemployed,8000.0,494.0,4,2,Own,Asia,Home,206381.01,12,11.46,18284.61,95.0,Rejected,N/A
LN304413,2024-07-17,45,Female,Single,High School,Salaried,55599.17,850.0,2,2,Rent,North America,Personal,9776.97,60,4.78,183.52,15.67,Approved,On-Time
LN303754,2024-07-17,34,Female,Single,Bachelor's,Business Owner,69419.54,534.0,1,0,Mortgage,Asia,Auto,8644.66,24,11.44,404.68,10.64,Approved,Late Payments
LN302139,2024-07-17,55,Male,Married,PhD,Self-Employed,58932.55,745.0,1,5,Mortgage,North America,Business,67163.92,36,6.97,2072.91,49.14,Approved,On-Time
LN304976,2024-07-17,52,Female,Divorced,High School,Salaried,26759.45,781.0,1,2,Own,Europe,Home,117567.21,60,4.5,2191.81,95.0,Approved,On-Time
LN303912,2024-07-17,52,Male,Divorced,Bachelor's,Salaried,144715.66,616.0,1,2,Rent,Africa,Education,15376.16,48,9.63,387.25,4.76,Approved,On-Time
LN304527,2024-07-17,48,Female,Married,Master's,Salaried,41464.42,623.0,1,1,Mortgage,Europe,Auto,19291.54,60,8.89,399.43,16.46,Approved,On-Time
LN303850,2024-07-17,21,Male,Single,Master's,Salaried,94489.88,850.0,2,2,Mortgage,North America,Education,30271.78,36,2.76,877.14,18.92,Approved,On-Time
LN303611,2024-07-17,39,Male,Divorced,High School,Business Owner,40299.87,638.0,1,1,Mortgage,North America,Auto,20245.18,84,9.0,325.73,13.38,Approved,Defaulted
LN303752,2024-07-18,42,Male,Married,Bachelor's,Salaried,32704.36,571.0,0,0,Mortgage,South America,Personal,6764.72,84,11.35,117.08,4.3,Approved,Defaulted
LN300635,2024-07-18,36,Male,Single,Master's,Self-Employed,38299.93,702.0,1,2,Rent,Europe,Home,161349.67,48,6.64,3836.83,95.0,Pending,N/A
LN302262,2024-07-18,21,Male,Married,Bachelor's,Salaried,46876.69,615.0,2,0,Own,Australia,Home,124757.19,84,10.95,2132.87,61.58,Pending,N/A
